"county","tract","cbsa13","cntyname","cbsaname","pop10","afact"
"County code","Tract","cbsa13","County name","2013 CBSA name","Total population (2010)","tract to cbsa13 allocation factor"
"53033","0011.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2503,1 
"53033","0012.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6494,1 
"53033","0013.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4340,1 
"53033","0014.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4848,1 
"53033","0015.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2454,1 
"53033","0016.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4131,1 
"53033","0017.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3818,1 
"53033","0017.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4234,1 
"53033","0018.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4535,1 
"53033","0019.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4157,1 
"53033","0020.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3406,1 
"53033","0021.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3807,1 
"53033","0022.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5286,1 
"53033","0024.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2972,1 
"53033","0025.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2802,1 
"53033","0026.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4660,1 
"53033","0027.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5289,1 
"53033","0028.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4481,1 
"53033","0029.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4177,1 
"53033","0030.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5637,1 
"53033","0031.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6219,1 
"53033","0032.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7683,1 
"53033","0033.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6224,1 
"53033","0034.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3302,1 
"53033","0035.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3936,1 
"53033","0036.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5672,1 
"53033","0038.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2058,1 
"53033","0039.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2772,1 
"53033","0040.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2690,1 
"53033","0041.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7789,1 
"53033","0042.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7618,1 
"53033","0043.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3531,1 
"53033","0043.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3518,1 
"53033","0044.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6260,1 
"53033","0045.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2676,1 
"53033","0046.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3251,1 
"53033","0047.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6739,1 
"53033","0048.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4539,1 
"53033","0049.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6139,1 
"53033","0050.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3600,1 
"53033","0051.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3662,1 
"53033","0052.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6076,1 
"53033","0053.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7085,1 
"53033","0053.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5706,1 
"53033","0054.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4948,1 
"53033","0056.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6382,1 
"53033","0057.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6001,1 
"53033","0058.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4743,1 
"53033","0058.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5059,1 
"53033","0059.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6836,1 
"53033","0060.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5150,1 
"53033","0061.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4796,1 
"53033","0062.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3848,1 
"53033","0063.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4962,1 
"53033","0064.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3207,1 
"53033","0065.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4157,1 
"53033","0066.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3540,1 
"53033","0067.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6544,1 
"53033","0068.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2834,1 
"53033","0069.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4080,1 
"53033","0070.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6959,1 
"53033","0071.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3055,1 
"53033","0072.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5318,1 
"53033","0073.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4668,1 
"53033","0074.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4115,1 
"53033","0074.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4921,1 
"53033","0075.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6282,1 
"53033","0076.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3498,1 
"53033","0077.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4476,1 
"53033","0078.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5145,1 
"53033","0079.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5147,1 
"53033","0080.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5588,1 
"53033","0080.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3013,1 
"53033","0081.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4070,1 
"53033","0082.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3280,1 
"53033","0083.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2505,1 
"53033","0084.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3760,1 
"53033","0085.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4341,1 
"53033","0086.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5055,1 
"53033","0087.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3843,1 
"53033","0088.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3503,1 
"53033","0089.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4829,1 
"53033","0090.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2925,1 
"53033","0091.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2508,1 
"53033","0092.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2825,1 
"53033","0093.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2354,1 
"53033","0094.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5700,1 
"53033","0095.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5906,1 
"53033","0096.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5252,1 
"53033","0097.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5290,1 
"53033","0097.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5173,1 
"53033","0098.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6198,1 
"53033","0099.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4787,1 
"53033","0100.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3769,1 
"53033","0100.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4313,1 
"53033","0101.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6553,1 
"53033","0102.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4835,1 
"53033","0103.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5940,1 
"53033","0104.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4432,1 
"53033","0104.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4669,1 
"53033","0105.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6342,1 
"53033","0106.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7310,1 
"53033","0107.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3385,1 
"53033","0107.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3679,1 
"53033","0108.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4596,1 
"53033","0109.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",1287,1 
"53033","0110.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4534,1 
"53033","0110.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4479,1 
"53033","0111.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4390,1 
"53033","0111.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4419,1 
"53033","0112.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3906,1 
"53033","0113.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5984,1 
"53033","0114.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4027,1 
"53033","0114.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4174,1 
"53033","0115.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4191,1 
"53033","0116.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6413,1 
"53033","0117.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5538,1 
"53033","0118.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7383,1 
"53033","0119.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7108,1 
"53033","0120.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3349,1 
"53033","0121.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2681,1 
"53033","0201.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3156,1 
"53033","0202.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5566,1 
"53033","0203.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6434,1 
"53033","0204.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3426,1 
"53033","0204.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5368,1 
"53033","0205.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6327,1 
"53033","0206.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3661,1 
"53033","0207.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3569,1 
"53033","0208.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4309,1 
"53033","0209.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3240,1 
"53033","0210.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5594,1 
"53033","0211.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4125,1 
"53033","0213.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3759,1 
"53033","0214.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3690,1 
"53033","0215.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4294,1 
"53033","0216.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4513,1 
"53033","0217.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7681,1 
"53033","0218.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5401,1 
"53033","0218.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4348,1 
"53033","0218.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4374,1 
"53033","0219.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5695,1 
"53033","0219.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5043,1 
"53033","0219.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4950,1 
"53033","0219.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3911,1 
"53033","0220.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4738,1 
"53033","0220.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5031,1 
"53033","0220.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4725,1 
"53033","0220.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3686,1 
"53033","0221.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4734,1 
"53033","0221.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5871,1 
"53033","0222.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4268,1 
"53033","0222.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7073,1 
"53033","0222.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4865,1 
"53033","0223.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2681,1 
"53033","0224.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7935,1 
"53033","0225.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7143,1 
"53033","0226.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5324,1 
"53033","0226.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4233,1 
"53033","0226.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5410,1 
"53033","0226.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5430,1 
"53033","0227.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2546,1 
"53033","0227.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3729,1 
"53033","0227.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2373,1 
"53033","0228.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",8314,1 
"53033","0228.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4791,1 
"53033","0228.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4987,1 
"53033","0229.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2924,1 
"53033","0229.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6299,1 
"53033","0230.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5190,1 
"53033","0231.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3792,1 
"53033","0232.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6223,1 
"53033","0232.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4345,1 
"53033","0233.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6217,1 
"53033","0234.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3546,1 
"53033","0234.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3888,1 
"53033","0234.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3321,1 
"53033","0235.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3667,1 
"53033","0236.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3812,1 
"53033","0236.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5963,1 
"53033","0236.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5838,1 
"53033","0237.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3971,1 
"53033","0238.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2536,1 
"53033","0238.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3501,1 
"53033","0238.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3646,1 
"53033","0239.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6924,1 
"53033","0240.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7612,1 
"53033","0241.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4379,1 
"53033","0242.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2953,1 
"53033","0243.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7255,1 
"53033","0244.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2885,1 
"53033","0245.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4595,1 
"53033","0246.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4302,1 
"53033","0246.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3662,1 
"53033","0247.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3598,1 
"53033","0247.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7058,1 
"53033","0248.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5668,1 
"53033","0249.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5017,1 
"53033","0249.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3795,1 
"53033","0249.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6864,1 
"53033","0250.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4635,1 
"53033","0250.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6817,1 
"53033","0250.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4645,1 
"53033","0250.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5088,1 
"53033","0251.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5797,1 
"53033","0251.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7456,1 
"53033","0252.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7929,1 
"53033","0253.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5004,1 
"53033","0253.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4366,1 
"53033","0254.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6925,1 
"53033","0255.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4841,1 
"53033","0256.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4941,1 
"53033","0256.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5474,1 
"53033","0257.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5545,1 
"53033","0257.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3495,1 
"53033","0258.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4676,1 
"53033","0258.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3714,1 
"53033","0258.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4551,1 
"53033","0258.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4954,1 
"53033","0260.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5274,1 
"53033","0260.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7911,1 
"53033","0261.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6712,1 
"53033","0262.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4998,1 
"53033","0263.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",1626,1 
"53033","0264.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5745,1 
"53033","0265.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3459,1 
"53033","0266.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2306,1 
"53033","0267.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5472,1 
"53033","0268.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5385,1 
"53033","0268.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4906,1 
"53033","0270.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3489,1 
"53033","0271.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3431,1 
"53033","0272.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2558,1 
"53033","0273.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6327,1 
"53033","0274.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5421,1 
"53033","0275.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4718,1 
"53033","0276.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4648,1 
"53033","0277.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5679,1 
"53033","0277.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4945,1 
"53033","0278.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3290,1 
"53033","0279.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6514,1 
"53033","0280.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3366,1 
"53033","0281.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2477,1 
"53033","0282.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4718,1 
"53033","0283.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4580,1 
"53033","0284.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5097,1 
"53033","0284.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4986,1 
"53033","0285.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3847,1 
"53033","0286.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6214,1 
"53033","0287.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5055,1 
"53033","0288.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3095,1 
"53033","0288.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6128,1 
"53033","0289.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3368,1 
"53033","0289.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6495,1 
"53033","0290.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4230,1 
"53033","0290.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5466,1 
"53033","0290.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3751,1 
"53033","0291.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2990,1 
"53033","0291.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4329,1 
"53033","0292.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3537,1 
"53033","0292.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6666,1 
"53033","0292.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4602,1 
"53033","0292.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3853,1 
"53033","0293.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7517,1 
"53033","0293.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4836,1 
"53033","0293.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3914,1 
"53033","0293.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3283,1 
"53033","0293.07","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3883,1 
"53033","0294.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5535,1 
"53033","0294.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5861,1 
"53033","0294.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5004,1 
"53033","0294.07","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4885,1 
"53033","0294.08","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4376,1 
"53033","0295.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6780,1 
"53033","0295.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7896,1 
"53033","0295.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5292,1 
"53033","0296.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7153,1 
"53033","0296.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5462,1 
"53033","0297.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7056,1 
"53033","0298.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7914,1 
"53033","0298.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",8969,1 
"53033","0299.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4823,1 
"53033","0299.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4427,1 
"53033","0300.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5877,1 
"53033","0300.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",8055,1 
"53033","0300.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5530,1 
"53033","0300.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3736,1 
"53033","0301.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7323,1 
"53033","0302.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5327,1 
"53033","0302.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6484,1 
"53033","0303.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2987,1 
"53033","0303.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4906,1 
"53033","0303.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5681,1 
"53033","0303.08","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6266,1 
"53033","0303.09","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5730,1 
"53033","0303.10","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5551,1 
