"county","tract","cbsa13","cntyname","cbsaname","pop10","afact"
"County code","Tract","cbsa13","County name","2013 CBSA name","Total population (2010)","tract to cbsa13 allocation factor"
"53033","0303.11","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5034,1 
"53033","0303.12","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4736,1 
"53033","0303.13","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3612,1 
"53033","0303.14","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3795,1 
"53033","0304.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",8134,1 
"53033","0304.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4270,1 
"53033","0304.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4208,1 
"53033","0305.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",1686,1 
"53033","0305.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4181,1 
"53033","0305.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4484,1 
"53033","0306.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5331,1 
"53033","0307.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3796,1 
"53033","0308.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6575,1 
"53033","0308.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3683,1 
"53033","0309.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3606,1 
"53033","0309.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5605,1 
"53033","0310.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3347,1 
"53033","0311.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6718,1 
"53033","0312.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6401,1 
"53033","0312.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6038,1 
"53033","0312.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6673,1 
"53033","0312.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4877,1 
"53033","0313.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2487,1 
"53033","0313.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4371,1 
"53033","0314.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5780,1 
"53033","0315.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3616,1 
"53033","0315.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3876,1 
"53033","0316.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5134,1 
"53033","0316.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5728,1 
"53033","0316.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4797,1 
"53033","0316.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3589,1 
"53033","0317.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6649,1 
"53033","0317.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5539,1 
"53033","0317.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3744,1 
"53033","0317.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6310,1 
"53033","0318.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4777,1 
"53033","0319.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6411,1 
"53033","0319.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3329,1 
"53033","0319.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3594,1 
"53033","0319.07","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7399,1 
"53033","0319.08","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4266,1 
"53033","0319.09","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3037,1 
"53033","0320.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2906,1 
"53033","0320.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4754,1 
"53033","0320.05","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6457,1 
"53033","0320.06","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4275,1 
"53033","0320.07","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3457,1 
"53033","0320.08","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4090,1 
"53033","0320.10","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5175,1 
"53033","0320.11","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4117,1 
"53033","0321.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4546,1 
"53033","0321.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4280,1 
"53033","0321.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6033,1 
"53033","0322.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6638,1 
"53033","0322.07","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3254,1 
"53033","0322.08","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7936,1 
"53033","0322.10","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",10572,1 
"53033","0322.11","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4803,1 
"53033","0322.12","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",7787,1 
"53033","0322.13","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4376,1 
"53033","0322.14","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6264,1 
"53033","0322.15","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4629,1 
"53033","0323.07","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6368,1 
"53033","0323.09","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5212,1 
"53033","0323.11","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5837,1 
"53033","0323.13","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5576,1 
"53033","0323.15","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5256,1 
"53033","0323.16","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5495,1 
"53033","0323.17","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6038,1 
"53033","0323.18","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5646,1 
"53033","0323.19","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4703,1 
"53033","0323.20","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4205,1 
"53033","0323.21","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",4959,1 
"53033","0323.22","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3344,1 
"53033","0323.23","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5483,1 
"53033","0323.24","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5053,1 
"53033","0323.25","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5791,1 
"53033","0323.26","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3762,1 
"53033","0323.27","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3834,1 
"53033","0323.28","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",3245,1 
"53033","0323.29","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6599,1 
"53033","0324.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5859,1 
"53033","0324.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6010,1 
"53033","0325.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",5237,1 
"53033","0326.01","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2785,1 
"53033","0326.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",11041,1 
"53033","0327.02","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6545,1 
"53033","0327.03","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2020,1 
"53033","0327.04","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",6014,1 
"53033","0328.00","42660","King WA","Seattle-Tacoma-Bellevue, WA (Metro)",2851,1 
"53035","0801.01","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",2417,1 
"53035","0801.02","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4615,1 
"53035","0802.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3511,1 
"53035","0803.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3149,1 
"53035","0804.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3361,1 
"53035","0805.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",2900,1 
"53035","0806.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4921,1 
"53035","0807.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3236,1 
"53035","0808.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",1921,1 
"53035","0809.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4430,1 
"53035","0810.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3652,1 
"53035","0811.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",2897,1 
"53035","0812.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3017,1 
"53035","0814.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3513,1 
"53035","0901.01","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",5611,1 
"53035","0901.02","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",5781,1 
"53035","0902.01","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4573,1 
"53035","0902.02","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",5079,1 
"53035","0903.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",6054,1 
"53035","0904.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4574,1 
"53035","0905.01","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3955,1 
"53035","0905.02","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4559,1 
"53035","0907.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",5183,1 
"53035","0908.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4169,1 
"53035","0909.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",7032,1 
"53035","0910.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",6641,1 
"53035","0911.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4866,1 
"53035","0912.01","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3886,1 
"53035","0912.03","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",7182,1 
"53035","0912.04","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3135,1 
"53035","0913.01","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4327,1 
"53035","0913.02","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",5609,1 
"53035","0914.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3093,1 
"53035","0915.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3968,1 
"53035","0916.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",6356,1 
"53035","0917.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",7944,1 
"53035","0918.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",2944,1 
"53035","0919.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4160,1 
"53035","0920.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",5683,1 
"53035","0921.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",6565,1 
"53035","0922.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",6804,1 
"53035","0923.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",6123,1 
"53035","0924.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",6029,1 
"53035","0925.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",5609,1 
"53035","0926.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",6035,1 
"53035","0927.01","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4639,1 
"53035","0927.04","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3215,1 
"53035","0928.01","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4311,1 
"53035","0928.02","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",4395,1 
"53035","0928.03","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",2788,1 
"53035","0929.01","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",5645,1 
"53035","0929.02","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",5422,1 
"53035","9400.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",3500,1 
"53035","9401.00","14740","Kitsap WA","Bremerton-Silverdale, WA (Metro)",6149,1 
"53037","9751.00","21260","Kittitas WA","Ellensburg, WA (Micro)",6339,1 
"53037","9752.00","21260","Kittitas WA","Ellensburg, WA (Micro)",5238,1 
"53037","9753.00","21260","Kittitas WA","Ellensburg, WA (Micro)",4359,1 
"53037","9754.01","21260","Kittitas WA","Ellensburg, WA (Micro)",7501,1 
"53037","9754.02","21260","Kittitas WA","Ellensburg, WA (Micro)",4855,1 
"53037","9755.00","21260","Kittitas WA","Ellensburg, WA (Micro)",5753,1 
"53037","9756.00","21260","Kittitas WA","Ellensburg, WA (Micro)",2615,1 
"53037","9757.00","21260","Kittitas WA","Ellensburg, WA (Micro)",4255,1 
"53039","9501.00"," ","Klickitat WA"," ",8325,1 
"53039","9502.00"," ","Klickitat WA"," ",4224,1 
"53039","9503.00"," ","Klickitat WA"," ",7769,1 
"53041","9701.00","16500","Lewis WA","Centralia, WA (Micro)",3379,1 
"53041","9702.00","16500","Lewis WA","Centralia, WA (Micro)",3248,1 
"53041","9703.00","16500","Lewis WA","Centralia, WA (Micro)",4973,1 
"53041","9704.00","16500","Lewis WA","Centralia, WA (Micro)",5703,1 
"53041","9705.00","16500","Lewis WA","Centralia, WA (Micro)",2099,1 
"53041","9706.00","16500","Lewis WA","Centralia, WA (Micro)",2005,1 
"53041","9707.00","16500","Lewis WA","Centralia, WA (Micro)",4184,1 
"53041","9708.00","16500","Lewis WA","Centralia, WA (Micro)",4109,1 
"53041","9709.00","16500","Lewis WA","Centralia, WA (Micro)",1799,1 
"53041","9710.00","16500","Lewis WA","Centralia, WA (Micro)",2949,1 
"53041","9711.00","16500","Lewis WA","Centralia, WA (Micro)",3819,1 
"53041","9712.00","16500","Lewis WA","Centralia, WA (Micro)",3303,1 
"53041","9713.00","16500","Lewis WA","Centralia, WA (Micro)",5571,1 
"53041","9714.00","16500","Lewis WA","Centralia, WA (Micro)",2608,1 
"53041","9715.00","16500","Lewis WA","Centralia, WA (Micro)",7092,1 
"53041","9716.00","16500","Lewis WA","Centralia, WA (Micro)",3945,1 
"53041","9717.00","16500","Lewis WA","Centralia, WA (Micro)",4652,1 
"53041","9718.00","16500","Lewis WA","Centralia, WA (Micro)",4175,1 
"53041","9719.00","16500","Lewis WA","Centralia, WA (Micro)",2931,1 
"53041","9720.00","16500","Lewis WA","Centralia, WA (Micro)",2911,1 
"53043","9601.00"," ","Lincoln WA"," ",1743,1 
"53043","9602.00"," ","Lincoln WA"," ",3115,1 
"53043","9603.00"," ","Lincoln WA"," ",2714,1 
"53043","9604.00"," ","Lincoln WA"," ",2998,1 
"53045","9400.00","43220","Mason WA","Shelton, WA (Micro)",730,1 
"53045","9601.00","43220","Mason WA","Shelton, WA (Micro)",724,1 
"53045","9602.00","43220","Mason WA","Shelton, WA (Micro)",5743,1 
"53045","9603.00","43220","Mason WA","Shelton, WA (Micro)",6144,1 
"53045","9604.00","43220","Mason WA","Shelton, WA (Micro)",8817,1 
"53045","9605.00","43220","Mason WA","Shelton, WA (Micro)",4888,1 
"53045","9606.00","43220","Mason WA","Shelton, WA (Micro)",5429,1 
"53045","9607.00","43220","Mason WA","Shelton, WA (Micro)",1754,1 
"53045","9608.00","43220","Mason WA","Shelton, WA (Micro)",4014,1 
"53045","9609.00","43220","Mason WA","Shelton, WA (Micro)",4794,1 
"53045","9610.00","43220","Mason WA","Shelton, WA (Micro)",4852,1 
"53045","9611.00","43220","Mason WA","Shelton, WA (Micro)",5791,1 
"53045","9612.00","43220","Mason WA","Shelton, WA (Micro)",3743,1 
"53045","9613.00","43220","Mason WA","Shelton, WA (Micro)",3276,1 
"53047","9401.00"," ","Okanogan WA"," ",2825,1 
"53047","9402.00"," ","Okanogan WA"," ",3129,1 
"53047","9703.00"," ","Okanogan WA"," ",7308,1 
"53047","9704.00"," ","Okanogan WA"," ",3717,1 
"53047","9705.00"," ","Okanogan WA"," ",2321,1 
"53047","9706.00"," ","Okanogan WA"," ",6714,1 
"53047","9707.00"," ","Okanogan WA"," ",4286,1 
"53047","9708.00"," ","Okanogan WA"," ",4930,1 
"53047","9709.00"," ","Okanogan WA"," ",2220,1 
"53047","9710.00"," ","Okanogan WA"," ",3670,1 
"53049","9502.00"," ","Pacific WA"," ",4267,1 
"53049","9503.00"," ","Pacific WA"," ",3625,1 
"53049","9504.00"," ","Pacific WA"," ",3921,1 
"53049","9505.00"," ","Pacific WA"," ",2475,1 
"53049","9506.00"," ","Pacific WA"," ",1263,1 
"53049","9507.00"," ","Pacific WA"," ",2995,1 
"53049","9508.00"," ","Pacific WA"," ",2374,1 
"53051","9701.00","44060","Pend Oreille WA","Spokane-Spokane Valley, WA (Metro)",2099,1 
"53051","9702.00","44060","Pend Oreille WA","Spokane-Spokane Valley, WA (Metro)",2649,1 
"53051","9703.00","44060","Pend Oreille WA","Spokane-Spokane Valley, WA (Metro)",3300,1 
"53051","9704.00","44060","Pend Oreille WA","Spokane-Spokane Valley, WA (Metro)",2682,1 
"53051","9705.00","44060","Pend Oreille WA","Spokane-Spokane Valley, WA (Metro)",2271,1 
"53053","0602.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",1928,1 
"53053","0603.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4106,1 
"53053","0604.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3896,1 
"53053","0605.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3923,1 
"53053","0606.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5262,1 
"53053","0607.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",6523,1 
"53053","0608.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4940,1 
"53053","0609.03","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3043,1 
"53053","0609.04","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5015,1 
"53053","0609.05","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",6359,1 
"53053","0609.06","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",2045,1 
"53053","0610.01","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3791,1 
"53053","0610.02","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4187,1 
"53053","0611.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",6200,1 
"53053","0612.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4968,1 
"53053","0613.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4808,1 
"53053","0614.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4442,1 
"53053","0615.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4742,1 
"53053","0616.01","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",1824,1 
"53053","0616.02","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",956,1 
"53053","0617.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4578,1 
"53053","0618.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",2880,1 
"53053","0619.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",1961,1 
"53053","0620.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4228,1 
"53053","0623.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5244,1 
"53053","0624.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5471,1 
"53053","0625.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",7073,1 
"53053","0626.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",2977,1 
"53053","0628.01","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",6130,1 
"53053","0628.02","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4112,1 
"53053","0629.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",7365,1 
"53053","0630.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",2956,1 
"53053","0631.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4270,1 
"53053","0632.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4855,1 
"53053","0633.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",7857,1 
"53053","0634.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",7592,1 
"53053","0635.01","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4164,1 
"53053","0635.02","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5179,1 
"53053","0701.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3406,1 
"53053","0702.03","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5203,1 
"53053","0702.04","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3598,1 
"53053","0702.05","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3458,1 
"53053","0702.06","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4172,1 
"53053","0702.07","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4948,1 
"53053","0703.07","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4876,1 
"53053","0703.08","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3782,1 
"53053","0703.09","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5601,1 
"53053","0703.10","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5178,1 
"53053","0703.11","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4624,1 
"53053","0703.12","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4869,1 
"53053","0703.13","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",6029,1 
"53053","0703.14","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",2880,1 
"53053","0703.15","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4597,1 
"53053","0703.16","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5207,1 
"53053","0704.01","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",2046,1 
"53053","0704.03","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3693,1 
"53053","0704.04","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4465,1 
"53053","0707.03","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",6065,1 
"53053","0711.00","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",2362,1 
"53053","0712.05","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4668,1 
"53053","0712.06","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",6589,1 
"53053","0712.07","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5671,1 
"53053","0712.08","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",7128,1 
"53053","0712.09","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4205,1 
"53053","0712.10","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4515,1 
"53053","0713.04","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5895,1 
"53053","0713.05","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3705,1 
"53053","0713.06","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",6166,1 
"53053","0713.07","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4629,1 
"53053","0713.09","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4335,1 
"53053","0713.10","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4571,1 
"53053","0714.03","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3994,1 
"53053","0714.06","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",6126,1 
"53053","0714.07","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",6632,1 
"53053","0714.08","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4005,1 
"53053","0714.09","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4409,1 
"53053","0714.10","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5724,1 
"53053","0714.11","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4725,1 
"53053","0715.03","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5115,1 
"53053","0715.04","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5539,1 
"53053","0715.05","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5202,1 
"53053","0715.06","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5314,1 
"53053","0716.01","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4920,1 
"53053","0716.02","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",7355,1 
"53053","0717.03","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3670,1 
"53053","0717.04","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4360,1 
"53053","0717.05","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3768,1 
"53053","0717.06","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",1909,1 
"53053","0717.07","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",2853,1 
"53053","0718.03","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",5254,1 
"53053","0718.05","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3625,1 
"53053","0718.06","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",4213,1 
"53053","0718.07","42660","Pierce WA","Seattle-Tacoma-Bellevue, WA (Metro)",3480,1 
