"state","puma12","county","tract","stab","cntyname","PUMAname","pop10","afact"
"State code","puma12","County code","Tract","State abbreviation","County name","PUMA12 name","Total population (2010)","puma12 to tract allocation factor"
"53","10600","53075","0003.00","WA","Whitman WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",4504,0.044 
"53","10600","53075","0004.00","WA","Whitman WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",3738,0.037 
"53","10600","53075","0005.00","WA","Whitman WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",3212,0.031 
"53","10600","53075","0006.00","WA","Whitman WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",7383,0.072 
"53","10600","53075","0007.00","WA","Whitman WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",3507,0.034 
"53","10600","53075","0008.00","WA","Whitman WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",3521,0.035 
"53","10600","53075","0009.00","WA","Whitman WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",3733,0.037 
"53","10600","53075","0010.00","WA","Whitman WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",2115,0.021 
"53","10701","53005","0101.00","WA","Benton WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",4448,0.042 
"53","10701","53005","0102.01","WA","Benton WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",4295,0.041 
"53","10701","53005","0102.02","WA","Benton WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",6060,0.058 
"53","10701","53005","0103.00","WA","Benton WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",5010,0.048 
"53","10701","53005","0104.00","WA","Benton WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",3617,0.035 
"53","10701","53005","0105.00","WA","Benton WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",3022,0.029 
"53","10701","53005","0106.00","WA","Benton WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",4296,0.041 
"53","10701","53005","0107.03","WA","Benton WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",2803,0.027 
"53","10701","53005","0107.05","WA","Benton WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",5268,0.05 
"53","10701","53005","0107.07","WA","Benton WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",2491,0.024 
"53","10701","53005","0107.08","WA","Benton WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",2440,0.023 
"53","10701","53021","0201.00","WA","Franklin WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",9654,0.092 
"53","10701","53021","0202.00","WA","Franklin WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",6021,0.057 
"53","10701","53021","0203.00","WA","Franklin WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",5727,0.055 
"53","10701","53021","0204.00","WA","Franklin WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",9393,0.09 
"53","10701","53021","0205.01","WA","Franklin WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",4668,0.045 
"53","10701","53021","0205.02","WA","Franklin WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",8403,0.08 
"53","10701","53021","0206.03","WA","Franklin WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",3907,0.037 
"53","10701","53021","0206.05","WA","Franklin WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",6786,0.065 
"53","10701","53021","0206.06","WA","Franklin WA","Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",6484,0.062 
"53","10702","53005","0108.03","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",6690,0.064 
"53","10702","53005","0108.05","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",5917,0.056 
"53","10702","53005","0108.09","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",6015,0.057 
"53","10702","53005","0108.10","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",4548,0.043 
"53","10702","53005","0108.11","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",3100,0.03 
"53","10702","53005","0108.13","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",9288,0.088 
"53","10702","53005","0109.01","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",6177,0.059 
"53","10702","53005","0109.02","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",4907,0.047 
"53","10702","53005","0110.01","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",4975,0.047 
"53","10702","53005","0110.02","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",4475,0.043 
"53","10702","53005","0111.00","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",7365,0.07 
"53","10702","53005","0112.00","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",8552,0.081 
"53","10702","53005","0113.00","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",5067,0.048 
"53","10702","53005","0114.01","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",3810,0.036 
"53","10702","53005","0114.02","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",5016,0.048 
"53","10702","53005","0115.01","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",6740,0.064 
"53","10702","53005","0115.03","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",9380,0.089 
"53","10702","53005","0115.04","WA","Benton WA","Benton County (East Central)--Kennewick & Richland (South) Cities",2975,0.028 
"53","10703","53005","0107.01","WA","Benton WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",2138,0.021 
"53","10703","53005","0108.07","WA","Benton WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",1082,0.011 
"53","10703","53005","0108.14","WA","Benton WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",2844,0.028 
"53","10703","53005","0116.00","WA","Benton WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",931,0.009 
"53","10703","53005","0117.00","WA","Benton WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",7076,0.069 
"53","10703","53005","0118.00","WA","Benton WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",6546,0.064 
"53","10703","53005","0119.00","WA","Benton WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",5808,0.057 
"53","10703","53005","0120.00","WA","Benton WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",5,0 
"53","10703","53021","0206.01","WA","Franklin WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",7412,0.072 
"53","10703","53021","0207.00","WA","Franklin WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",1412,0.014 
"53","10703","53021","0208.00","WA","Franklin WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",8296,0.081 
"53","10703","53071","9200.00","WA","Walla Walla WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",5224,0.051 
"53","10703","53071","9201.00","WA","Walla Walla WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",4880,0.048 
"53","10703","53071","9202.00","WA","Walla Walla WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",3861,0.038 
"53","10703","53071","9203.00","WA","Walla Walla WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",8585,0.084 
"53","10703","53071","9204.00","WA","Walla Walla WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",2317,0.023 
"53","10703","53071","9205.00","WA","Walla Walla WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",2839,0.028 
"53","10703","53071","9206.00","WA","Walla Walla WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",5874,0.057 
"53","10703","53071","9207.01","WA","Walla Walla WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",3735,0.036 
"53","10703","53071","9207.02","WA","Walla Walla WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",4649,0.045 
"53","10703","53071","9208.01","WA","Walla Walla WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",4915,0.048 
"53","10703","53071","9208.02","WA","Walla Walla WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",3394,0.033 
"53","10703","53071","9209.00","WA","Walla Walla WA","Walla Walla, Benton (Outer) & Franklin (Outer) Counties",8508,0.083 
"53","10800","53025","0101.00","WA","Grant WA","Grant & Kittitas Counties",3638,0.028 
"53","10800","53025","0102.00","WA","Grant WA","Grant & Kittitas Counties",2965,0.023 
"53","10800","53025","0103.00","WA","Grant WA","Grant & Kittitas Counties",4095,0.031 
"53","10800","53025","0104.00","WA","Grant WA","Grant & Kittitas Counties",8040,0.062 
"53","10800","53025","0105.00","WA","Grant WA","Grant & Kittitas Counties",2963,0.023 
"53","10800","53025","0106.00","WA","Grant WA","Grant & Kittitas Counties",6848,0.053 
"53","10800","53025","0107.00","WA","Grant WA","Grant & Kittitas Counties",2755,0.021 
"53","10800","53025","0108.00","WA","Grant WA","Grant & Kittitas Counties",4709,0.036 
"53","10800","53025","0109.01","WA","Grant WA","Grant & Kittitas Counties",1306,0.01 
"53","10800","53025","0109.02","WA","Grant WA","Grant & Kittitas Counties",9912,0.076 
"53","10800","53025","0110.00","WA","Grant WA","Grant & Kittitas Counties",11087,0.085 
"53","10800","53025","0111.00","WA","Grant WA","Grant & Kittitas Counties",7029,0.054 
"53","10800","53025","0112.00","WA","Grant WA","Grant & Kittitas Counties",4965,0.038 
"53","10800","53025","0113.00","WA","Grant WA","Grant & Kittitas Counties",3938,0.03 
"53","10800","53025","0114.01","WA","Grant WA","Grant & Kittitas Counties",1845,0.014 
"53","10800","53025","0114.02","WA","Grant WA","Grant & Kittitas Counties",13025,0.1 
"53","10800","53037","9751.00","WA","Kittitas WA","Grant & Kittitas Counties",6339,0.049 
"53","10800","53037","9752.00","WA","Kittitas WA","Grant & Kittitas Counties",5238,0.04 
"53","10800","53037","9753.00","WA","Kittitas WA","Grant & Kittitas Counties",4359,0.034 
"53","10800","53037","9754.01","WA","Kittitas WA","Grant & Kittitas Counties",7501,0.058 
"53","10800","53037","9754.02","WA","Kittitas WA","Grant & Kittitas Counties",4855,0.037 
"53","10800","53037","9755.00","WA","Kittitas WA","Grant & Kittitas Counties",5753,0.044 
"53","10800","53037","9756.00","WA","Kittitas WA","Grant & Kittitas Counties",2615,0.02 
"53","10800","53037","9757.00","WA","Kittitas WA","Grant & Kittitas Counties",4255,0.033 
"53","10901","53077","0001.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",3095,0.026 
"53","10901","53077","0002.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",5553,0.046 
"53","10901","53077","0003.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",4521,0.038 
"53","10901","53077","0004.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",7423,0.062 
"53","10901","53077","0005.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",5202,0.043 
"53","10901","53077","0006.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",6953,0.058 
"53","10901","53077","0007.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",7072,0.059 
"53","10901","53077","0008.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",4495,0.037 
"53","10901","53077","0009.01","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",7411,0.062 
"53","10901","53077","0009.02","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",3805,0.032 
"53","10901","53077","0010.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",5885,0.049 
"53","10901","53077","0011.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",6931,0.058 
"53","10901","53077","0012.01","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",3928,0.033 
"53","10901","53077","0012.02","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",6318,0.052 
"53","10901","53077","0013.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",2731,0.023 
"53","10901","53077","0014.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",3444,0.029 
"53","10901","53077","0015.01","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",6991,0.058 
"53","10901","53077","0015.02","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",2804,0.023 
"53","10901","53077","0016.02","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",6854,0.057 
"53","10901","53077","0028.02","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",7882,0.065 
"53","10901","53077","0032.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",6682,0.056 
"53","10901","53077","0034.00","WA","Yakima WA","Yakima County (Central)--Greater Yakima City",4382,0.036 
"53","10902","53077","0016.01","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",2413,0.02 
"53","10902","53077","0017.01","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",3083,0.025 
"53","10902","53077","0017.02","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",6023,0.049 
"53","10902","53077","0018.00","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",7140,0.058 
"53","10902","53077","0019.01","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",3834,0.031 
"53","10902","53077","0019.02","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",6417,0.052 
"53","10902","53077","0020.01","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",8401,0.068 
"53","10902","53077","0020.02","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",8600,0.07 
"53","10902","53077","0021.01","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",1950,0.016 
"53","10902","53077","0021.02","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",7578,0.062 
"53","10902","53077","0022.00","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",7745,0.063 
"53","10902","53077","0027.01","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",3440,0.028 
"53","10902","53077","0028.01","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",5359,0.044 
"53","10902","53077","0029.00","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",6570,0.053 
"53","10902","53077","0030.01","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",4584,0.037 
"53","10902","53077","0030.02","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",3668,0.03 
"53","10902","53077","0031.00","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",5232,0.043 
"53","10902","53077","9400.01","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",6409,0.052 
"53","10902","53077","9400.02","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",4430,0.036 
"53","10902","53077","9400.03","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",3682,0.03 
"53","10902","53077","9400.04","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",6777,0.055 
"53","10902","53077","9400.05","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",4695,0.038 
"53","10902","53077","9400.06","WA","Yakima WA","Yakima County (Outer)--Sunnyside & Grandview Cities",4839,0.039 
"53","11000","53039","9501.00","WA","Klickitat WA","Lewis, Klickitat & Skamania Counties",8325,0.078 
"53","11000","53039","9502.00","WA","Klickitat WA","Lewis, Klickitat & Skamania Counties",4224,0.04 
"53","11000","53039","9503.00","WA","Klickitat WA","Lewis, Klickitat & Skamania Counties",7769,0.073 
"53","11000","53041","9701.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",3379,0.032 
"53","11000","53041","9702.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",3248,0.03 
"53","11000","53041","9703.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",4973,0.047 
"53","11000","53041","9704.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",5703,0.053 
"53","11000","53041","9705.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",2099,0.02 
"53","11000","53041","9706.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",2005,0.019 
"53","11000","53041","9707.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",4184,0.039 
"53","11000","53041","9708.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",4109,0.038 
"53","11000","53041","9709.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",1799,0.017 
"53","11000","53041","9710.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",2949,0.028 
"53","11000","53041","9711.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",3819,0.036 
"53","11000","53041","9712.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",3303,0.031 
"53","11000","53041","9713.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",5571,0.052 
"53","11000","53041","9714.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",2608,0.024 
"53","11000","53041","9715.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",7092,0.066 
"53","11000","53041","9716.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",3945,0.037 
"53","11000","53041","9717.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",4652,0.044 
"53","11000","53041","9718.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",4175,0.039 
"53","11000","53041","9719.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",2931,0.027 
"53","11000","53041","9720.00","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",2911,0.027 
"53","11000","53059","9501.00","WA","Skamania WA","Lewis, Klickitat & Skamania Counties",98,0.001 
"53","11000","53059","9502.00","WA","Skamania WA","Lewis, Klickitat & Skamania Counties",4264,0.04 
"53","11000","53059","9503.00","WA","Skamania WA","Lewis, Klickitat & Skamania Counties",2010,0.019 
"53","11000","53059","9504.00","WA","Skamania WA","Lewis, Klickitat & Skamania Counties",2234,0.021 
"53","11000","53059","9505.00","WA","Skamania WA","Lewis, Klickitat & Skamania Counties",2460,0.023 
"53","11101","53011","0410.03","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",3968,0.038 
"53","11101","53011","0410.05","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",2370,0.023 
"53","11101","53011","0410.11","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",2994,0.028 
"53","11101","53011","0412.01","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",6339,0.06 
"53","11101","53011","0412.03","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",4543,0.043 
"53","11101","53011","0412.05","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",4649,0.044 
"53","11101","53011","0412.06","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",5535,0.053 
"53","11101","53011","0413.09","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",4802,0.046 
"53","11101","53011","0413.12","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",4038,0.038 
"53","11101","53011","0413.13","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",2534,0.024 
"53","11101","53011","0413.17","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",4080,0.039 
"53","11101","53011","0413.18","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",4733,0.045 
"53","11101","53011","0413.22","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",4386,0.042 
"53","11101","53011","0413.30","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",4436,0.042 
"53","11101","53011","0413.31","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",2565,0.024 
"53","11101","53011","0416.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",3603,0.034 
"53","11101","53011","0417.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",3919,0.037 
"53","11101","53011","0418.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",4037,0.038 
"53","11101","53011","0419.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",2056,0.02 
"53","11101","53011","0420.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",1603,0.015 
"53","11101","53011","0421.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",3155,0.03 
"53","11101","53011","0423.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",2858,0.027 
"53","11101","53011","0424.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",1995,0.019 
"53","11101","53011","0425.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",1176,0.011 
"53","11101","53011","0426.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",4653,0.044 
"53","11101","53011","0427.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",4320,0.041 
"53","11101","53011","0428.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",2772,0.026 
"53","11101","53011","0429.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",1545,0.015 
"53","11101","53011","0430.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",1756,0.017 
"53","11101","53011","0431.00","WA","Clark WA","Clark County (Southwest)--Vancouver City (West & Central)",3884,0.037 
"53","11102","53011","0404.09","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",1834,0.017 
"53","11102","53011","0404.11","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",1874,0.018 
"53","11102","53011","0404.12","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",4333,0.041 
"53","11102","53011","0408.03","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",5035,0.047 
"53","11102","53011","0408.05","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",5735,0.054 
"53","11102","53011","0408.06","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",4611,0.043 
"53","11102","53011","0408.08","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",1605,0.015 
"53","11102","53011","0408.09","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",6176,0.058 
"53","11102","53011","0408.10","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",2728,0.026 
"53","11102","53011","0409.04","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",5797,0.055 
"53","11102","53011","0409.07","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",4661,0.044 
"53","11102","53011","0409.08","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",6161,0.058 
"53","11102","53011","0409.09","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",5088,0.048 
"53","11102","53011","0409.10","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",4369,0.041 
"53","11102","53011","0410.07","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",3066,0.029 
"53","11102","53011","0410.08","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",3754,0.035 
"53","11102","53011","0410.09","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",3578,0.034 
"53","11102","53011","0410.10","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",3385,0.032 
"53","11102","53011","0411.04","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",3799,0.036 
"53","11102","53011","0411.05","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",5206,0.049 
"53","11102","53011","0411.07","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",2504,0.024 
"53","11102","53011","0411.08","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",6626,0.062 
"53","11102","53011","0411.10","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",5849,0.055 
"53","11102","53011","0411.11","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",3096,0.029 
"53","11102","53011","0411.12","WA","Clark WA","Clark County (West Central)--Salmon Creek & Hazel Dell",5249,0.049 
"53","11103","53011","0405.07","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",1998,0.019 
"53","11103","53011","0405.08","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",6310,0.061 
"53","11103","53011","0405.09","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",2990,0.029 
"53","11103","53011","0405.10","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",5032,0.049 
"53","11103","53011","0406.04","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",5486,0.053 
"53","11103","53011","0406.05","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",4680,0.045 
"53","11103","53011","0406.08","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",3817,0.037 
"53","11103","53011","0406.09","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",4508,0.044 
"53","11103","53011","0406.10","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",3193,0.031 
"53","11103","53011","0413.10","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",4746,0.046 
"53","11103","53011","0413.19","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",6022,0.058 
"53","11103","53011","0413.20","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",5941,0.058 
"53","11103","53011","0413.21","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",2808,0.027 
"53","11103","53011","0413.23","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",5458,0.053 
"53","11103","53011","0413.25","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",5059,0.049 
"53","11103","53011","0413.26","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",2499,0.024 
"53","11103","53011","0413.27","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",8381,0.081 
"53","11103","53011","0413.28","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",5558,0.054 
"53","11103","53011","0413.29","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",3951,0.038 
"53","11103","53011","0413.32","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",3622,0.035 
"53","11103","53011","0413.33","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",3270,0.032 
"53","11103","53011","0414.00","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",5075,0.049 
"53","11103","53011","0415.00","WA","Clark WA","Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",2732,0.026 
"53","11104","53011","0401.01","WA","Clark WA","Clark County (North)--Battle Ground City & Orchards",5154,0.047 
"53","11104","53011","0401.02","WA","Clark WA","Clark County (North)--Battle Ground City & Orchards",3590,0.032 
"53","11104","53011","0402.01","WA","Clark WA","Clark County (North)--Battle Ground City & Orchards",5670,0.051 
"53","11104","53011","0402.02","WA","Clark WA","Clark County (North)--Battle Ground City & Orchards",3658,0.033 
