"county","tract","state","puma12","stab","cntyname","PUMAname","pop10","afact"
"County code","Tract","State code","puma12","State abbreviation","County name","PUMA12 name","Total population (2010)","tract to puma12 allocation factor"
"53027","0007.00","53","11300","WA","Grays Harbor WA","Grays Harbor & Mason Counties",4538,1 
"53027","0008.00","53","11300","WA","Grays Harbor WA","Grays Harbor & Mason Counties",4055,1 
"53027","0009.00","53","11300","WA","Grays Harbor WA","Grays Harbor & Mason Counties",6252,1 
"53027","0010.00","53","11300","WA","Grays Harbor WA","Grays Harbor & Mason Counties",3600,1 
"53027","0011.00","53","11300","WA","Grays Harbor WA","Grays Harbor & Mason Counties",4284,1 
"53027","0012.00","53","11300","WA","Grays Harbor WA","Grays Harbor & Mason Counties",4448,1 
"53027","0013.00","53","11300","WA","Grays Harbor WA","Grays Harbor & Mason Counties",3563,1 
"53027","0014.00","53","11300","WA","Grays Harbor WA","Grays Harbor & Mason Counties",2096,1 
"53027","0015.00","53","11300","WA","Grays Harbor WA","Grays Harbor & Mason Counties",3906,1 
"53027","0016.00","53","11300","WA","Grays Harbor WA","Grays Harbor & Mason Counties",6661,1 
"53027","9400.00","53","11300","WA","Grays Harbor WA","Grays Harbor & Mason Counties",1218,1 
"53029","9701.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",2604,1 
"53029","9702.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",1633,1 
"53029","9703.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",4989,1 
"53029","9704.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",6131,1 
"53029","9705.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",5494,1 
"53029","9706.01","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",3186,1 
"53029","9706.02","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",3291,1 
"53029","9707.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",1922,1 
"53029","9708.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",2706,1 
"53029","9709.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",4801,1 
"53029","9710.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",4776,1 
"53029","9711.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",3289,1 
"53029","9713.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",4393,1 
"53029","9714.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",4400,1 
"53029","9715.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",3394,1 
"53029","9716.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",3817,1 
"53029","9717.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",4050,1 
"53029","9718.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",2452,1 
"53029","9719.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",3750,1 
"53029","9720.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",3938,1 
"53029","9721.00","53","10200","WA","Island WA","Skagit, Island & San Juan Counties",3490,1 
"53031","9502.02","53","11900","WA","Jefferson WA","Clallam & Jefferson Counties",1816,1 
"53031","9503.00","53","11900","WA","Jefferson WA","Clallam & Jefferson Counties",6148,1 
"53031","9504.00","53","11900","WA","Jefferson WA","Clallam & Jefferson Counties",3944,1 
"53031","9505.00","53","11900","WA","Jefferson WA","Clallam & Jefferson Counties",6514,1 
"53031","9506.01","53","11900","WA","Jefferson WA","Clallam & Jefferson Counties",6299,1 
"53031","9506.02","53","11900","WA","Jefferson WA","Clallam & Jefferson Counties",3020,1 
"53031","9507.02","53","11900","WA","Jefferson WA","Clallam & Jefferson Counties",2131,1 
"53033","0001.00","53","11602","WA","King WA","Seattle City (Northeast)",6255,1 
"53033","0002.00","53","11602","WA","King WA","Seattle City (Northeast)",7646,1 
"53033","0003.00","53","11601","WA","King WA","Seattle City (Northwest)",2603,1 
"53033","0004.01","53","11601","WA","King WA","Seattle City (Northwest)",5551,1 
"53033","0004.02","53","11601","WA","King WA","Seattle City (Northwest)",4841,1 
"53033","0005.00","53","11601","WA","King WA","Seattle City (Northwest)",3165,1 
"53033","0006.00","53","11601","WA","King WA","Seattle City (Northwest)",7626,1 
"53033","0007.00","53","11602","WA","King WA","Seattle City (Northeast)",4438,1 
"53033","0008.00","53","11602","WA","King WA","Seattle City (Northeast)",2583,1 
"53033","0009.00","53","11602","WA","King WA","Seattle City (Northeast)",2019,1 
"53033","0010.00","53","11602","WA","King WA","Seattle City (Northeast)",1941,1 
"53033","0011.00","53","11602","WA","King WA","Seattle City (Northeast)",2503,1 
"53033","0012.00","53","11602","WA","King WA","Seattle City (Northeast)",6494,1 
"53033","0013.00","53","11601","WA","King WA","Seattle City (Northwest)",4340,1 
"53033","0014.00","53","11601","WA","King WA","Seattle City (Northwest)",4848,1 
"53033","0015.00","53","11601","WA","King WA","Seattle City (Northwest)",2454,1 
"53033","0016.00","53","11601","WA","King WA","Seattle City (Northwest)",4131,1 
"53033","0017.01","53","11601","WA","King WA","Seattle City (Northwest)",3818,1 
"53033","0017.02","53","11601","WA","King WA","Seattle City (Northwest)",4234,1 
"53033","0018.00","53","11601","WA","King WA","Seattle City (Northwest)",4535,1 
"53033","0019.00","53","11602","WA","King WA","Seattle City (Northeast)",4157,1 
"53033","0020.00","53","11602","WA","King WA","Seattle City (Northeast)",3406,1 
"53033","0021.00","53","11602","WA","King WA","Seattle City (Northeast)",3807,1 
"53033","0022.00","53","11602","WA","King WA","Seattle City (Northeast)",5286,1 
"53033","0024.00","53","11602","WA","King WA","Seattle City (Northeast)",2972,1 
"53033","0025.00","53","11602","WA","King WA","Seattle City (Northeast)",2802,1 
"53033","0026.00","53","11602","WA","King WA","Seattle City (Northeast)",4660,1 
"53033","0027.00","53","11601","WA","King WA","Seattle City (Northwest)",5289,1 
"53033","0028.00","53","11601","WA","King WA","Seattle City (Northwest)",4481,1 
"53033","0029.00","53","11601","WA","King WA","Seattle City (Northwest)",4177,1 
"53033","0030.00","53","11601","WA","King WA","Seattle City (Northwest)",5637,1 
"53033","0031.00","53","11601","WA","King WA","Seattle City (Northwest)",6219,1 
"53033","0032.00","53","11601","WA","King WA","Seattle City (Northwest)",7683,1 
"53033","0033.00","53","11601","WA","King WA","Seattle City (Northwest)",6224,1 
"53033","0034.00","53","11601","WA","King WA","Seattle City (Northwest)",3302,1 
"53033","0035.00","53","11601","WA","King WA","Seattle City (Northwest)",3936,1 
"53033","0036.00","53","11601","WA","King WA","Seattle City (Northwest)",5672,1 
"53033","0038.00","53","11602","WA","King WA","Seattle City (Northeast)",2058,1 
"53033","0039.00","53","11602","WA","King WA","Seattle City (Northeast)",2772,1 
"53033","0040.00","53","11602","WA","King WA","Seattle City (Northeast)",2690,1 
"53033","0041.00","53","11602","WA","King WA","Seattle City (Northeast)",7789,1 
"53033","0042.00","53","11602","WA","King WA","Seattle City (Northeast)",7618,1 
"53033","0043.01","53","11602","WA","King WA","Seattle City (Northeast)",3531,1 
"53033","0043.02","53","11602","WA","King WA","Seattle City (Northeast)",3518,1 
"53033","0044.00","53","11602","WA","King WA","Seattle City (Northeast)",6260,1 
"53033","0045.00","53","11602","WA","King WA","Seattle City (Northeast)",2676,1 
"53033","0046.00","53","11601","WA","King WA","Seattle City (Northwest)",3251,1 
"53033","0047.00","53","11601","WA","King WA","Seattle City (Northwest)",6739,1 
"53033","0048.00","53","11601","WA","King WA","Seattle City (Northwest)",4539,1 
"53033","0049.00","53","11601","WA","King WA","Seattle City (Northwest)",6139,1 
"53033","0050.00","53","11601","WA","King WA","Seattle City (Northwest)",3600,1 
"53033","0051.00","53","11601","WA","King WA","Seattle City (Northwest)",3662,1 
"53033","0052.00","53","11602","WA","King WA","Seattle City (Northeast)",6076,1 
"53033","0053.01","53","11602","WA","King WA","Seattle City (Northeast)",7085,1 
"53033","0053.02","53","11602","WA","King WA","Seattle City (Northeast)",5706,1 
"53033","0054.00","53","11601","WA","King WA","Seattle City (Northwest)",4948,1 
"53033","0056.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",6382,1 
"53033","0057.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",6001,1 
"53033","0058.01","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",4743,1 
"53033","0058.02","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",5059,1 
"53033","0059.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",6836,1 
"53033","0060.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",5150,1 
"53033","0061.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",4796,1 
"53033","0062.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",3848,1 
"53033","0063.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",4962,1 
"53033","0064.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",3207,1 
"53033","0065.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",4157,1 
"53033","0066.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",3540,1 
"53033","0067.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",6544,1 
"53033","0068.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",2834,1 
"53033","0069.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",4080,1 
"53033","0070.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",6959,1 
"53033","0071.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",3055,1 
"53033","0072.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",5318,1 
"53033","0073.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",4668,1 
"53033","0074.01","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",4115,1 
"53033","0074.02","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",4921,1 
"53033","0075.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",6282,1 
"53033","0076.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",3498,1 
"53033","0077.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",4476,1 
"53033","0078.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",5145,1 
"53033","0079.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",5147,1 
"53033","0080.01","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",5588,1 
"53033","0080.02","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",3013,1 
"53033","0081.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",4070,1 
"53033","0082.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",3280,1 
"53033","0083.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",2505,1 
"53033","0084.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",3760,1 
"53033","0085.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",4341,1 
"53033","0086.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",5055,1 
"53033","0087.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",3843,1 
"53033","0088.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",3503,1 
"53033","0089.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",4829,1 
"53033","0090.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",2925,1 
"53033","0091.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",2508,1 
"53033","0092.00","53","11603","WA","King WA","Seattle City (Downtown)--Queen Anne & Magnolia",2825,1 
"53033","0093.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",2354,1 
"53033","0094.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",5700,1 
"53033","0095.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",5906,1 
"53033","0096.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",5252,1 
"53033","0097.01","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",5290,1 
"53033","0097.02","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",5173,1 
"53033","0098.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",6198,1 
"53033","0099.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",4787,1 
"53033","0100.01","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",3769,1 
"53033","0100.02","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",4313,1 
"53033","0101.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",6553,1 
"53033","0102.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",4835,1 
"53033","0103.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",5940,1 
"53033","0104.01","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",4432,1 
"53033","0104.02","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",4669,1 
"53033","0105.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",6342,1 
"53033","0106.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",7310,1 
"53033","0107.01","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",3385,1 
"53033","0107.02","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",3679,1 
"53033","0108.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",4596,1 
"53033","0109.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",1287,1 
"53033","0110.01","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",4534,1 
"53033","0110.02","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",4479,1 
"53033","0111.01","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",4390,1 
"53033","0111.02","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",4419,1 
"53033","0112.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",3906,1 
"53033","0113.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",5984,1 
"53033","0114.01","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",4027,1 
"53033","0114.02","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",4174,1 
"53033","0115.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",4191,1 
"53033","0116.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",6413,1 
"53033","0117.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",5538,1 
"53033","0118.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",7383,1 
"53033","0119.00","53","11604","WA","King WA","Seattle City (Southeast)--Capitol Hill",7108,1 
"53033","0120.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",3349,1 
"53033","0121.00","53","11605","WA","King WA","Seattle City (West)--Duwamish & Beacon Hill",2681,1 
"53033","0201.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",3156,1 
"53033","0202.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",5566,1 
"53033","0203.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",6434,1 
"53033","0204.01","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",3426,1 
"53033","0204.02","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",5368,1 
"53033","0205.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",6327,1 
"53033","0206.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",3661,1 
"53033","0207.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",3569,1 
"53033","0208.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",4309,1 
"53033","0209.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",3240,1 
"53033","0210.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",5594,1 
"53033","0211.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",4125,1 
"53033","0213.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",3759,1 
"53033","0214.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",3690,1 
"53033","0215.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",4294,1 
"53033","0216.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",4513,1 
"53033","0217.00","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",7681,1 
"53033","0218.02","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",5401,1 
"53033","0218.03","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",4348,1 
"53033","0218.04","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",4374,1 
"53033","0219.03","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",5695,1 
"53033","0219.04","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",5043,1 
"53033","0219.05","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",4950,1 
"53033","0219.06","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",3911,1 
"53033","0220.01","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",4738,1 
"53033","0220.03","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",5031,1 
"53033","0220.05","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",4725,1 
"53033","0220.06","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",3686,1 
"53033","0221.01","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",4734,1 
"53033","0221.02","53","11606","WA","King WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",5871,1 
"53033","0222.01","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",4268,1 
"53033","0222.02","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",7073,1 
"53033","0222.03","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",4865,1 
"53033","0223.00","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",2681,1 
"53033","0224.00","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",7935,1 
"53033","0225.00","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",7143,1 
"53033","0226.03","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",5324,1 
"53033","0226.04","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",4233,1 
"53033","0226.05","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",5410,1 
"53033","0226.06","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",5430,1 
"53033","0227.01","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",2546,1 
"53033","0227.02","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",3729,1 
"53033","0227.03","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",2373,1 
"53033","0228.01","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",8314,1 
"53033","0228.02","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",4791,1 
"53033","0228.03","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",4987,1 
"53033","0229.01","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",2924,1 
"53033","0229.02","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",6299,1 
"53033","0230.00","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",5190,1 
"53033","0231.00","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",3792,1 
"53033","0232.01","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",6223,1 
"53033","0232.02","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",4345,1 
"53033","0233.00","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",6217,1 
"53033","0234.01","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",3546,1 
"53033","0234.03","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",3888,1 
"53033","0234.04","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",3321,1 
"53033","0235.00","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",3667,1 
"53033","0236.01","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",3812,1 
"53033","0236.03","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",5963,1 
"53033","0236.04","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",5838,1 
"53033","0237.00","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",3971,1 
"53033","0238.01","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",2536,1 
"53033","0238.03","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",3501,1 
"53033","0238.04","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",3646,1 
"53033","0239.00","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",6924,1 
"53033","0240.00","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",7612,1 
"53033","0241.00","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",4379,1 
"53033","0242.00","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",2953,1 
"53033","0243.00","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",7255,1 
"53033","0244.00","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",2885,1 
"53033","0245.00","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",4595,1 
"53033","0246.01","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",4302,1 
"53033","0246.02","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",3662,1 
"53033","0247.01","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",3598,1 
"53033","0247.02","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",7058,1 
"53033","0248.00","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",5668,1 
"53033","0249.01","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",5017,1 
"53033","0249.02","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",3795,1 
"53033","0249.03","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",6864,1 
"53033","0250.01","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",4635,1 
"53033","0250.03","53","11608","WA","King WA","King County (Northwest Central)--Greater Bellevue City",6817,1 
"53033","0250.05","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",4645,1 
"53033","0250.06","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",5088,1 
"53033","0251.01","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",5797,1 
"53033","0251.02","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",7456,1 
"53033","0252.00","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",7929,1 
"53033","0253.01","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",5004,1 
"53033","0253.02","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",4366,1 
"53033","0254.00","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",6925,1 
"53033","0255.00","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",4841,1 
"53033","0256.01","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",4941,1 
"53033","0256.02","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",5474,1 
"53033","0257.01","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",5545,1 
"53033","0257.02","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",3495,1 
"53033","0258.03","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",4676,1 
"53033","0258.04","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",3714,1 
"53033","0258.05","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",4551,1 
"53033","0258.06","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",4954,1 
"53033","0260.01","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",5274,1 
"53033","0260.02","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",7911,1 
"53033","0261.00","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",6712,1 
"53033","0262.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",4998,1 
"53033","0263.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",1626,1 
"53033","0264.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",5745,1 
"53033","0265.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",3459,1 
"53033","0266.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",2306,1 
"53033","0267.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",5472,1 
